cell	tc_id	item	before	after
N268	NR1L-ComfortHMI-352	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.5、17.3、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3"
W268	NR1L-ComfortHMI-352	R-C48	1	0
X268	NR1L-ComfortHMI-352	R-C48	1	0
N269	NR1L-ComfortHMI-383	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.6、17.3、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3"
W269	NR1L-ComfortHMI-383	R-C48	1	0
X269	NR1L-ComfortHMI-383	R-C48	1	0
N270	NR1L-ComfortHMI-353	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.7、17.3、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3"
W270	NR1L-ComfortHMI-353	R-C48	1	0
X270	NR1L-ComfortHMI-353	R-C48	1	0
N271	NR1L-ComfortHMI-354	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.7、17.3、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3"
W271	NR1L-ComfortHMI-354	R-C48	1	0
X271	NR1L-ComfortHMI-354	R-C48	1	0
N272	NR1L-ComfortHMI-355	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.8、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W272	NR1L-ComfortHMI-355	R-C48	1	0
X272	NR1L-ComfortHMI-355	R-C48	1	0
N273	NR1L-ComfortHMI-356	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.8、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W273	NR1L-ComfortHMI-356	R-C48	1	0
X273	NR1L-ComfortHMI-356	R-C48	1	0
N274	NR1L-ComfortHMI-357	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.8、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W274	NR1L-ComfortHMI-357	R-C48	1	0
X274	NR1L-ComfortHMI-357	R-C48	1	0
N275	NR1L-ComfortHMI-358	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.9、12.8、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.9
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W275	NR1L-ComfortHMI-358	R-C48	1	0
X275	NR1L-ComfortHMI-358	R-C48	1	0
N276	NR1L-ComfortHMI-359	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.9、12.8、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.9
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W276	NR1L-ComfortHMI-359	R-C48	1	0
X276	NR1L-ComfortHMI-359	R-C48	1	0
N277	NR1L-ComfortHMI-360	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.9、12.8、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.9
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W277	NR1L-ComfortHMI-360	R-C48	1	0
X277	NR1L-ComfortHMI-360	R-C48	1	0
L278	NR1L-ComfortHMI-001	M9-Note	"1. Note which tab is currently shown on the lower screen
2. Press ""-"" on the door seat control"	"1. Read which tab is currently shown on the lower screen and record it
2. Press ""-"" on the door seat control"
W278	NR1L-ComfortHMI-001	R-C48	1	0
X278	NR1L-ComfortHMI-001	R-C48	1	0
W279	NR1L-ComfortHMI-002	R-C48	1	0
X279	NR1L-ComfortHMI-002	R-C48	1	0
L280	NR1L-ComfortHMI-003	M9-Note	"1. Note which tab is currently shown in the climate section on the head unit
2. Press ""-"" on the door seat control"	"1. Read which tab is currently shown in the climate section on the head unit and record it
2. Press ""-"" on the door seat control"
N280	NR1L-ComfortHMI-003	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_13.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_13.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3"
W280	NR1L-ComfortHMI-003	R-C48	1	0
X280	NR1L-ComfortHMI-003	R-C48	1	0
W281	NR1L-ComfortHMI-004	R-C48	1	0
X281	NR1L-ComfortHMI-004	R-C48	1	0
W282	NR1L-ComfortHMI-005	R-C48	1	0
X282	NR1L-ComfortHMI-005	R-C48	1	0
W283	NR1L-ComfortHMI-006	R-C48	1	0
X283	NR1L-ComfortHMI-006	R-C48	1	0
W284	NR1L-ComfortHMI-007	R-C48	1	0
X284	NR1L-ComfortHMI-007	R-C48	1	0
W285	NR1L-ComfortHMI-008	R-C48	1	0
X285	NR1L-ComfortHMI-008	R-C48	1	0
W286	NR1L-ComfortHMI-009	R-C48	1	0
X286	NR1L-ComfortHMI-009	R-C48	1	0
W287	NR1L-ComfortHMI-010	R-C48	1	0
X287	NR1L-ComfortHMI-010	R-C48	1	0
W288	NR1L-ComfortHMI-011	R-C48	1	0
X288	NR1L-ComfortHMI-011	R-C48	1	0
W289	NR1L-ComfortHMI-012	R-C48	1	0
X289	NR1L-ComfortHMI-012	R-C48	1	0
W290	NR1L-ComfortHMI-013	R-C48	1	0
X290	NR1L-ComfortHMI-013	R-C48	1	0
W291	NR1L-ComfortHMI-014	R-C48	1	0
X291	NR1L-ComfortHMI-014	R-C48	1	0
H292	NR1L-ComfortHMI-434	M8	HVAC Pop-ups	Climate Popups
N292	NR1L-ComfortHMI-434	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.1、2.14、16.2、6.3; Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023)_Main	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023)_Main"
W292	NR1L-ComfortHMI-434	R-C48	1	0
X292	NR1L-ComfortHMI-434	R-C48	1	0
N293	NR1L-ComfortHMI-167	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.1.1、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.1.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W293	NR1L-ComfortHMI-167	R-C48	1	0
X293	NR1L-ComfortHMI-167	R-C48	1	0
N294	NR1L-ComfortHMI-168	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.2、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W294	NR1L-ComfortHMI-168	R-C48	1	0
X294	NR1L-ComfortHMI-168	R-C48	1	0
N295	NR1L-ComfortHMI-169	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W295	NR1L-ComfortHMI-169	R-C48	1	0
X295	NR1L-ComfortHMI-169	R-C48	1	0
N296	NR1L-ComfortHMI-170	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W296	NR1L-ComfortHMI-170	R-C48	1	0
X296	NR1L-ComfortHMI-170	R-C48	1	0
N297	NR1L-ComfortHMI-171	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.4、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W297	NR1L-ComfortHMI-171	R-C48	1	0
X297	NR1L-ComfortHMI-171	R-C48	1	0
N298	NR1L-ComfortHMI-172	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.4、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W298	NR1L-ComfortHMI-172	R-C48	1	0
X298	NR1L-ComfortHMI-172	R-C48	1	0
I299	NR1L-ComfortHMI-173	M9-compound	"HVACP5.) HVAC pop-ups should display over NAV, 3rd Party Apps, and Projection screens when permitted.

(open a Projection screen and change the fan speed using the fan speed hard control -> The fan pop-up is shown over the Projection screen)"	"HVACP5.) HVAC pop-ups should display over NAV, 3rd Party Apps, and Projection screens when permitted.

(change the fan speed using the fan speed hard control -> The fan pop-up is shown over the Projection screen)"
L299	NR1L-ComfortHMI-173	M9-compound	"1. Open a NAV screen and change the fan speed using the fan speed hard control
2. Open a Projection screen and change the fan speed using the fan speed hard control"	"1. Open a NAV screen
2. Change the fan speed using the fan speed hard control
3. Open a Projection screen
4. Change the fan speed using the fan speed hard control"
M299	NR1L-ComfortHMI-173	M9-compound	"1. The fan pop-up is shown over the NAV screen
2. The fan pop-up is shown over the Projection screen"	"1. The NAV screen is displayed
2. The fan pop-up is shown over the NAV screen
3. The Projection screen is displayed
4. The fan pop-up is shown over the Projection screen"
N299	NR1L-ComfortHMI-173	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.5、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W299	NR1L-ComfortHMI-173	R-C48	1	0
X299	NR1L-ComfortHMI-173	R-C48	1	0
L300	NR1L-ComfortHMI-174	M9-compound	"1. Open a pop-up, then change the fan speed using the fan speed hard control
2. Touch the text area of the bottom pop-up"	"1. Open a pop-up
2. Change the fan speed using the fan speed hard control
3. Touch the text area of the bottom pop-up"
M300	NR1L-ComfortHMI-174	M9-compound	"1. The fan pop-up is shown over the other pop-up
2. The fan pop-up is closed"	"1. The pop-up is displayed
2. The fan pop-up is shown over the other pop-up
3. The fan pop-up is closed"
N300	NR1L-ComfortHMI-174	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.6、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W300	NR1L-ComfortHMI-174	R-C48	1	0
X300	NR1L-ComfortHMI-174	R-C48	1	0
L301	NR1L-ComfortHMI-175	M9-compound	"1. Open a pop-up that has a selectable item, then change the fan speed using the fan speed hard control
2. Touch the selectable item of the bottom pop-up"	"1. Open a pop-up that has a selectable item
2. Change the fan speed using the fan speed hard control
3. Touch the selectable item of the bottom pop-up"
M301	NR1L-ComfortHMI-175	M9-compound	"1. The fan pop-up is shown over the other pop-up
2. The action of the bottom pop-up is taken"	"1. The pop-up is displayed
2. The fan pop-up is shown over the other pop-up
3. The action of the bottom pop-up is taken"
N301	NR1L-ComfortHMI-175	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.7、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W301	NR1L-ComfortHMI-175	R-C48	1	0
X301	NR1L-ComfortHMI-175	R-C48	1	0
L302	NR1L-ComfortHMI-176	M9-compound	"1. Open a pop-up that has a selectable item, then change the fan speed using the fan speed hard control
2. Touch the selectable item of the bottom pop-up and read the screen"	"1. Open a pop-up that has a selectable item
2. Change the fan speed using the fan speed hard control
3. Touch the selectable item of the bottom pop-up and read the screen"
M302	NR1L-ComfortHMI-176	M9-compound	"1. The fan pop-up is shown over the other pop-up
2. The fan pop-up is closed"	"1. The pop-up is displayed
2. The fan pop-up is shown over the other pop-up
3. The fan pop-up is closed"
N302	NR1L-ComfortHMI-176	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.7、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W302	NR1L-ComfortHMI-176	R-C48	1	0
X302	NR1L-ComfortHMI-176	R-C48	1	0
L303	NR1L-ComfortHMI-177	M9-compound	"1. Open a pop-up, then change the fan speed using the fan speed hard control
2. Press an area outside both pop-ups"	"1. Open a pop-up
2. Change the fan speed using the fan speed hard control
3. Press an area outside both pop-ups"
M303	NR1L-ComfortHMI-177	M9-compound	"1. The fan pop-up is shown over the other pop-up
2. Both pop-ups are closed"	"1. The pop-up is displayed
2. The fan pop-up is shown over the other pop-up
3. Both pop-ups are closed"
N303	NR1L-ComfortHMI-177	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.8、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W303	NR1L-ComfortHMI-177	R-C48	1	0
X303	NR1L-ComfortHMI-177	R-C48	1	0
N304	NR1L-ComfortHMI-178	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.9、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.9
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W304	NR1L-ComfortHMI-178	R-C48	1	0
X304	NR1L-ComfortHMI-178	R-C48	1	0
I305	NR1L-ComfortHMI-179	M9-compound	"HVACP10.) When head unit is in simulated off/idle mode HVAC popups should display as they normally would when idle mode is not applied.

(put the head unit into simulated off/idle mode and change the fan speed again -> The fan pop-up is shown as it was in step 1)"	"HVACP10.) When head unit is in simulated off/idle mode HVAC popups should display as they normally would when idle mode is not applied.

(change the fan speed again -> The fan pop-up is shown as it was in step 1)"
L305	NR1L-ComfortHMI-179	M9-compound	"1. Change the fan speed using the fan speed hard control with idle mode not applied and read the fan pop-up
2. Put the head unit into simulated off/idle mode and change the fan speed again"	"1. Change the fan speed using the fan speed hard control with idle mode not applied and read the fan pop-up
2. Put the head unit into simulated off/idle mode
3. Change the fan speed again"
M305	NR1L-ComfortHMI-179	M9-compound	"1. The fan pop-up is shown
2. The fan pop-up is shown as it was in step 1"	"1. The fan pop-up is shown
2. The head unit is in simulated off/idle mode
3. The fan pop-up is shown as it was in step 1"
N305	NR1L-ComfortHMI-179	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.10、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.10
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W305	NR1L-ComfortHMI-179	R-C48	1	0
X305	NR1L-ComfortHMI-179	R-C48	1	0
N306	NR1L-ComfortHMI-180	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.10.1、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.10.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W306	NR1L-ComfortHMI-180	R-C48	1	0
X306	NR1L-ComfortHMI-180	R-C48	1	0
N307	NR1L-ComfortHMI-181	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.11、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W307	NR1L-ComfortHMI-181	R-C48	1	0
X307	NR1L-ComfortHMI-181	R-C48	1	0
N308	NR1L-ComfortHMI-182	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.11、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W308	NR1L-ComfortHMI-182	R-C48	1	0
X308	NR1L-ComfortHMI-182	R-C48	1	0
